id,x,y,serving id,serving Rx,neighbor id,neighbor Rx
293,5.32837726371,22.0262820033,0,-103.565193926,1,-109.182243751
294,47.7490509786,10.3048844417,1,-96.7473258088,2,-103.534532282
295,8.89927345415,10.0344536941,0,-101.198021485,1,-108.687762236
296,101.77769784,8.82720765199,5,-98.1646037293,4,-103.378419351
297,38.6829594736,14.1616014996,1,-100.037566221,0,-100.647310691
298,33.2026197621,24.2830400371,0,-100.980060198,1,-102.762798775
299,95.9966350616,6.29621193926,5,-100.348776914,4,-102.085447991
300,29.3563958795,19.0217760364,0,-96.8498000219,1,-103.759706402
301,24.5992300805,10.9874585271,0,-81.1450210314,1,-105.422776823
302,21.8210624305,8.02963596052,0,-92.3983883985,1,-106.296792073
303,101.349382729,19.107070456,5,-81.0345567204,4,-102.421642679
304,63.9823403516,3.38474791406,2,-97.4977668353,3,-100.262262087
305,33.3604102377,13.6435476942,0,-97.2717396874,1,-102.487332318
306,0.696860460165,8.26363733005,0,-104.350848124,1,-109.988042185
307,100.563865517,19.5539313924,5,-81.0345567204,4,-102.115253888
308,76.8267332558,21.0778488656,4,-95.105062283,2,-99.5474643059
309,13.5269460165,24.8850574054,0,-101.769175158,1,-107.8374439
310,31.7456963133,1.55372940673,0,-99.7267111776,1,-104.845578232
311,64.92938085,2.8511613113,2,-97.4868654413,3,-99.7984120793
312,81.0091430903,18.1800936793,4,-85.8948219327,3,-99.9898617729
313,1.40285023893,11.9044703209,0,-104.039540979,1,-109.80693132
314,100.434911121,16.6486302479,5,-88.1481744461,4,-102.062434774
315,49.7991033633,18.981243291,1,-85.8782519765,2,-103.331847891
316,91.7169155579,8.79830831179,4,-99.7422876409,5,-100.457549461
317,34.8463549035,20.5784166908,0,-100.163772298,1,-101.744011687
318,17.9843307997,12.4266810749,0,-94.6686201236,1,-106.898625574
319,62.1471524249,5.784010447,2,-97.0804010979,3,-101.114380905
320,14.639310432,16.7693550778,0,-98.5351013972,1,-107.502595872
321,24.4956052835,18.3748031913,0,-94.6565926235,1,-105.211951707
322,80.5676373746,18.3282734332,4,-87.4269366784,3,-100.00996752
323,17.5678375001,24.2921144882,0,-100.441416677,1,-107.015982123
324,92.7775465785,4.24656860005,3,-101.034969766,4,-101.827744311
325,68.3967101558,14.2690867233,2,-89.3874063615,3,-99.7193926798
326,13.6818673944,25.1733975981,0,-101.822844582,1,-107.818495111
327,17.1806498964,23.7407826768,0,-100.292930571,1,-107.07638857
328,66.6667125497,1.29033694158,2,-98.12848749,3,-99.0548295795
329,53.407166876,14.4870441024,1,-91.1977256899,2,-101.42867428
330,32.2457130955,22.0333226348,0,-99.7281308766,1,-102.883549856
331,79.8083261168,11.9291572949,3,-95.2106180092,4,-95.2470661537
332,10.2508771144,11.3772469592,0,-100.476576319,1,-108.418146441
333,75.2512858456,9.89027182989,3,-92.9162824531,2,-94.4565852259
334,90.5245555588,4.61202416677,3,-99.851026439,4,-101.142272311
335,32.1316740581,23.3749827127,0,-100.290530363,1,-103.043007055
336,97.107737431,15.6339136173,5,-93.506017135,4,-100.598604858
337,28.8942149999,24.7027167863,0,-100.138680098,1,-104.216991387
338,75.5364199219,2.48137443799,3,-90.3500636119,2,-98.5202455237
339,78.7538547628,4.88865321022,3,-82.9372700112,2,-98.9584914782
340,74.8449494344,1.29044914981,3,-92.7465659254,2,-98.9333690432
341,51.1267178433,21.8361884346,1,-90.9921209683,2,-103.353935324
342,43.356683032,25.934915235,1,-98.8673512538,0,-104.223990132
343,103.544534271,24.4230057955,5,-93.8611197546,4,-103.567323355
344,51.0112335991,12.3553705204,1,-93.7148225329,2,-102.328775856
345,95.5292743355,25.8823293165,5,-97.0668681191,4,-100.80613874
346,78.5487140792,7.79123779788,3,-87.9952334035,2,-97.927533664
347,42.1017819826,15.4600789613,1,-97.6916043762,0,-102.274539682
348,91.1562016126,17.4644907792,4,-96.5090028937,5,-98.1445887532
349,31.8531198939,0.52373712681,0,-100.233433247,1,-105.012784302
350,50.2628108438,21.4538902077,1,-90.603589145,2,-103.5496017
351,0.206969430267,1.26358428729,0,-105.070331534,1,-110.297394839
352,4.35412067455,12.7060602029,0,-103.035203891,1,-109.35284492
353,93.4316336447,24.8198345522,5,-97.7225257958,4,-99.5410262787
354,103.289412452,13.7674923782,5,-93.835649953,4,-103.310238373
355,25.1054764467,4.12159016243,0,-96.1952614409,1,-105.93826224
356,22.9203287566,13.4623061855,0,-86.4086868502,1,-105.71839743
357,39.7911234241,10.170443985,1,-100.415465114,0,-101.160505759
358,26.0170473981,25.7796844454,0,-100.350865729,1,-105.11570617
359,67.7736099231,25.9420508198,2,-100.792971997,4,-101.86127449
360,23.4157662308,21.1253150968,0,-97.320721067,1,-105.545774771
361,96.2953727669,2.40269572135,5,-102.028291747,3,-102.633657944
362,7.60459844404,9.51295977294,0,-101.808640616,1,-108.916355146
363,14.4119730994,4.87010759981,0,-99.4182168867,1,-107.97630004
364,95.0350679069,21.9711334754,5,-95.1963099919,4,-99.6825612379
365,54.5862561869,19.7445380954,1,-90.4542613829,2,-101.778505656
366,14.4905400039,0.19052389006,0,-101.096325548,1,-108.292074084
367,0.401309159575,15.7549465622,0,-104.44264821,1,-109.905800579
368,49.0735747968,3.54059598914,1,-100.721760083,2,-103.562328289
369,56.6420382103,9.17040216804,1,-98.0912172389,2,-99.6910548194
370,78.1490614673,16.0502545709,4,-93.1662318333,2,-98.064524956
371,99.6659449954,7.39830823421,5,-99.1811899316,4,-102.969351742
372,31.0970015537,17.225489291,0,-96.764248118,1,-103.15379065
373,17.0306402307,17.342450989,0,-97.2395338589,1,-107.006875324
374,77.0976342567,16.5407244931,4,-94.2543833379,2,-97.5800447538
375,81.6617584976,5.24818909389,3,-91.3901374038,4,-99.8193550223
376,32.4972887945,2.90227397655,0,-99.3808947582,1,-104.423100554
377,19.0244634996,22.5180869276,0,-99.1625978339,1,-106.639283361
378,97.4932626964,7.26753315769,5,-99.5524182239,4,-102.307050111
379,27.505734096,1.43297320418,0,-98.6336856748,1,-105.77290617
380,78.7992856856,22.0907608823,4,-93.8697865799,2,-100.661047983
381,2.97787647308,3.65319345229,0,-104.035422129,1,-109.825595436
382,90.7195886791,9.27423022779,4,-99.1303189026,3,-100.251542192
383,60.3314545545,5.17193173598,2,-98.4511134709,1,-101.187481194
384,72.445941636,19.1128001751,2,-96.7579479163,4,-98.3265778051
385,71.0566513641,4.67264249761,3,-94.8283261433,2,-95.1452150993
386,86.7046256674,19.4598989362,4,-91.1947960513,5,-100.716636756
387,14.49127428,18.5801303436,0,-99.2036656699,1,-107.529192794
388,43.0136681271,2.74431664597,1,-102.00037067,0,-103.309371613
389,50.4513718209,7.545000549,1,-98.2705043429,2,-102.678675692
390,71.5018205307,24.856662556,4,-100.019187845,2,-100.302307685
391,11.5532286928,2.16437065577,0,-101.451742715,1,-108.624509783
392,36.4942163446,5.44698282055,0,-100.279988888,1,-102.836446858
393,74.0897078738,20.1311541972,4,-97.2298648911,2,-98.0459712407
394,31.7013940063,6.11197124751,0,-97.4678132564,1,-104.057231302
395,60.1664994117,17.8584308977,1,-96.9302639979,2,-98.749454406
396,90.9053530391,23.2146662235,4,-97.522233249,5,-98.7505197515
397,51.5442646407,19.4537285871,1,-83.9661824498,2,-102.816237847
398,48.9092501502,17.1044001229,1,-88.2675068269,2,-103.413279244
399,94.6686135647,19.5305720343,5,-94.9437254822,4,-99.1538027931
